rowID	p_T18vsControl	fc_T18vsControl	mean	sd	Symbol	GeneID	descriptionNCBI	chromoseNCBI	GeneTypeNCBI	SpeciesNCBI	SynonymsNCBI
100033820	0.0348627752976614	2.0499806146668	4.203842632	0.692159730602844	SNORD116-28	100033820	small nucleolar RNA, C/D box 116-28	15	snoRNA	hs	HBII-85-28
219790	0.0349551958771764	2.4966960394632	4.88918903731818	1.16965751330299	RTKN2	219790	rhotekin 2	10	protein-coding	hs	PLEKHK1|bA531F24.1
100506319	0.0352847393334	1.75503508651322	3.7043402715	0.387192902164446	LINC01988	100506319	long intergenic non-protein coding RNA 1988	3	ncRNA	hs	PAAN
26791	0.0369265944224832	2.3569369894923	4.76481189504545	0.810477051986632	SNORD58A	26791	small nucleolar RNA, C/D box 58A	18	snoRNA	hs	RNU58A|U58a
6128	0.0374631359316653	1.7743002236701	7.83038063818182	0.394603560406953	RPL6	6128	ribosomal protein L6	12	protein-coding	hs	L6|SHUJUN-2|TAXREB107|TXREB1|eL6
28965	0.0377554728147155	1.62752189406425	2.6625638715	0.448793787910094	SLC27A6	28965	solute carrier family 27 member 6	5	protein-coding	hs	ACSVL2|FACVL2|FATP6|VLCS-H1
84125	0.0379176644396482	1.61936852673754	3.003487005	0.578874713087461	LRRIQ1	84125	leucine rich repeats and IQ motif containing 1	12	protein-coding	hs	-
121227	0.0380279788809638	1.54127084178351	6.78392855827273	1.35865413672815	LRIG3	121227	leucine rich repeats and immunoglobulin like domains 3	12	protein-coding	hs	LIG3
100505501	0.0382825519177701	1.65798163387308	3.95646071654545	0.699429382297619	TOX-DT	100505501	TOX divergent transcript	8	ncRNA	hs	-
5317	0.039400353095349	1.56908622229205	3.5238816835	0.397475847988831	PKP1	5317	plakophilin 1	1	protein-coding	hs	B6P|EDSFS
100287290	0.0397222660699735	1.67338624203804	2.80720176295455	0.402846394543434	LOC100287290	100287290	uncharacterized LOC100287290	3	ncRNA	hs	-
51559	0.0401958672564747	1.53144363147728	5.53794435754545	0.535179212776569	NT5DC3	51559	5'-nucleotidase domain containing 3	12	protein-coding	hs	TU12B1-TY|TU12B1TY
285313	0.0403041286986151	2.97633774290634	3.81608298645455	0.786711511183077	IGSF10	285313	immunoglobulin superfamily member 10	3	protein-coding	hs	CMF608
5295	0.0409500010942981	1.62056897483896	7.56813347668182	0.649677408557173	PIK3R1	5295	phosphoinositide-3-kinase regulatory subunit 1	5	protein-coding	hs	AGM7|GRB1|IMD36|p85|p85-ALPHA|p85alpha
3627	0.0418494945984162	5.49756001766218	2.93294893345455	1.29719338388454	CXCL10	3627	C-X-C motif chemokine ligand 10	4	protein-coding	hs	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1
100422865	0.0419206827331755	2.36172029931809	2.42790230859091	0.78631813370054	MIR4320	100422865	microRNA 4320	18	ncRNA	hs	-
100287015	0.0419282249192255	1.59049614517632	4.44326283181818	0.312378853237341	MCPH1-DT	100287015	MCPH1 divergent transcript	8	ncRNA	hs	-
2151	0.0425871844944754	2.46350871300469	8.39211275790909	0.916907671271251	F2RL2	2151	coagulation factor II thrombin receptor like 2	5	protein-coding	hs	PAR-3|PAR3
3664	0.0448775945731547	1.71185235333859	5.32091247718182	1.8286757329386	IRF6	3664	interferon regulatory factor 6	1	protein-coding	hs	LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1
55197	0.0471011590005915	1.84315316728107	7.08432809954545	0.415470527073082	RPRD1A	55197	regulation of nuclear pre-mRNA domain containing 1A	18	protein-coding	hs	HsT3101|P15RS
5671	0.0475432369284967	2.00472974884784	3.07239822331818	0.525349628342147	PSG3	5671	pregnancy specific beta-1-glycoprotein 3	19	protein-coding	hs	-
132851	0.0476757070213687	1.73666395685282	2.93887589713636	0.384258912682959	SPATA4	132851	spermatogenesis associated 4	4	protein-coding	hs	CFAP178|FAP178|SPEF1B|TSARG2
100527950	0.0481646950572648	2.24713607799871	5.53873967690909	0.679090747842639	GJA9-MYCBP	100527950	GJA9-MYCBP readthrough	1	ncRNA	hs	Cx58|Cx59|GJA10|GJA9
58	0.0485689356548605	2.05404371016102	5.11724121818182	0.784910305086628	ACTA1	58	actin alpha 1, skeletal muscle	1	protein-coding	hs	ACTA|ASMA|CFTD|CFTD1|CFTDM|CMYO2A|CMYO2B|CMYO2C|CMYP2A|CMYP2B|CMYP2C|MPFD|NEM1|NEM2|NEM3|SHPM
9984	0.0487900371429597	1.56406413738722	5.970228075	0.417557875826312	THOC1	9984	THO complex subunit 1	18	protein-coding	hs	DFNA86|HPR1|P84|P84N5
54962	0.0491167533103567	1.84574637444201	5.33674960395455	0.541516631915012	TIPIN	54962	TIMELESS interacting protein	15	protein-coding	hs	-
100287313	0.0497683147336131	1.5751976839344	4.78189265536364	0.476185537174334	row674	NA	NA	NA	NA	NA	NA
654342	4.10417777196859e-06	-4.91116030544997	8.9883614815	1.41425581497802	LSP1P4	654342	LSP1 pseudogene 4	2	pseudo	hs	-
2692	0.0011234735271487	-2.15832710461817	4.45475864218182	0.419015009198167	GHRHR	2692	growth hormone releasing hormone receptor	7	protein-coding	hs	GHRFR|GRFR|IGHD1B|IGHD4
339983	0.00231044579896522	-1.56193592041571	4.31875164859091	0.273300169041031	NAT8L	339983	N-acetyltransferase 8 like	4	protein-coding	hs	CML3|NACED|NAT8-LIKE
28971	0.00238071239230842	-2.97623864951861	7.91345583972727	1.0199824477456	AAMDC	28971	adipogenesis associated Mth938 domain containing	11	protein-coding	hs	C11orf67|CK067|PTD015
7332	0.00245112572692952	-1.52600463843728	6.63619506745455	0.251265597212472	UBE2L3	7332	ubiquitin conjugating enzyme E2 L3	22	protein-coding	hs	E2-F1|L-UBC|UBCH7|UbcM4
54960	0.00296368919636902	-2.02951297062338	4.65697523036364	0.391470734498658	GEMIN8	54960	gem nuclear organelle associated protein 8	X	protein-coding	hs	FAM51A1
128674	0.00427338547621814	-1.77684186648078	3.343272913	0.343732404471141	PROKR2	128674	prokineticin receptor 2	20	protein-coding	hs	GPR73L1|GPR73b|GPRg2|HH3|KAL3|PKR2|dJ680N4.3
256691	0.00455745863897161	-2.10720644695696	7.64996060068182	1.79850730142844	MAMDC2	256691	MAM domain containing 2	9	protein-coding	hs	-
55763	0.00473191655608807	-1.707557252551	8.35766807904545	0.3029036001456	EXOC1	55763	exocyst complex component 1	4	protein-coding	hs	BM-102|SEC3|SEC3L1|SEC3P
6729	0.00542191993068131	-1.86830354273193	7.812782563	0.462446789409073	SRP54	6729	signal recognition particle 54	14	protein-coding	hs	SCN8
51393	0.00602318416139869	-1.5484757804736	6.69567497890909	1.46416244923302	TRPV2	51393	transient receptor potential cation channel subfamily V member 2	17	protein-coding	hs	VRL|VRL-1|VRL1
81876	0.00672442698337061	-2.38629913642927	7.65799142172727	0.610198627192578	RAB1B	81876	RAB1B, member RAS oncogene family	11	protein-coding	hs	-
56111	0.00684891111656971	-1.76987587746322	4.63866437577273	0.482191109455253	PCDHGA4	56111	protocadherin gamma subfamily A, 4	5	protein-coding	hs	PCDH-GAMMA-A4
100128750	0.00794200092507502	-1.58730753811291	4.29005091686364	0.399444501080719	RBPMS-AS1	100128750	RBPMS antisense RNA 1	8	ncRNA	hs	TP53LC06
399972	0.00839200201029489	-1.52405822606544	6.12489848009091	0.320312211950062	GSEC	399972	G-quadruplex forming sequence containing lncRNA	11	ncRNA	hs	DCPS-AS1|ST3GAL4-AS1
388021	0.0088406842563491	-1.52281897292347	3.90732200181818	0.276238639177298	TMEM179	388021	transmembrane protein 179	14	protein-coding	hs	C14orf90|TMEM179A
100302158	0.00890836369202097	-1.67176058585394	5.59602219	0.332931400368564	MIR1231	100302158	microRNA 1231	1	ncRNA	hs	MIRN1231|hsa-mir-1231
101059970	0.00901360055404532	-1.85823019187837	5.31500711954545	0.391251050195879	row2744	NA	NA	NA	NA	NA	NA
2121	0.00941613898853255	-2.02796704941896	6.01882115940909	0.441791148707926	EVC	2121	EvC ciliary complex subunit 1	4	protein-coding	hs	DWF-1|EVC1|EVCL
84820	0.00942846666777963	-2.08199369444508	4.71149396209091	0.453963331459136	POLR2J4	84820	RNA polymerase II subunit J4 (pseudogene)	7	pseudo	hs	RPB11-phi
6391	0.010287572818602	-1.79930946227174	6.9964865395	0.479718326017177	SDHC	6391	succinate dehydrogenase complex subunit C	1	protein-coding	hs	CYB560|CYBL|PGL3|PPGL3|QPS1|SDH3
11272	0.0106096301676396	-2.04722758522026	5.32494319327273	0.751188763874649	PRR4	11272	proline rich 4	12	protein-coding	hs	LPRP|PROL4
100506050	0.0111697635156696	-1.96614965767267	3.28245101145455	0.460396660473455	LINC01005	100506050	long intergenic non-protein coding RNA 1005	7	ncRNA	hs	-
83930	0.0117132400256061	-1.72208711478941	6.2638561435	0.435432910413233	STARD3NL	83930	STARD3 N-terminal like	7	protein-coding	hs	MENTHO
5954	0.0117289533851087	-1.90222720086389	10.3790187513636	0.460424905882786	RCN1	5954	reticulocalbin 1	11	protein-coding	hs	HEL-S-84|PIG20|RCAL|RCN
60436	0.0127122754986154	-2.15204416347571	5.39850854477273	0.483225581772799	TGIF2	60436	TGFB induced factor homeobox 2	20	protein-coding	hs	-
408	0.0127631533589649	-1.58983948137682	6.39160220804545	0.652240242643791	ARRB1	408	arrestin beta 1	11	protein-coding	hs	ARB1|ARR1
375318	0.0138708330668859	-2.33031284158876	6.041134518	0.596786576540278	AQP12A	375318	aquaporin 12A	2	protein-coding	hs	AQP-12|AQP12|AQPX2
222223	0.014086198008052	-2.59625574335081	6.18160914118182	1.82341104616869	ELAPOR2	222223	endosome-lysosome associated apoptosis and autophagy regulator family member 2	7	protein-coding	hs	EIG121L|KIAA1324L
729852	0.0153164334189281	-2.03162907916339	6.13892683181818	0.52465551911876	UMAD1	729852	UBAP1-MVB12-associated (UMA) domain containing 1	7	protein-coding	hs	RPA3-AS1|RPA3OS
375287	0.0174532725835148	-1.57584377517201	4.47754915322727	0.308596843585704	RBM43	375287	RNA binding motif protein 43	2	protein-coding	hs	C2orf38
115	0.0187357728509463	-1.5129284441667	6.37703964290909	0.866813744592765	ADCY9	115	adenylate cyclase 9	16	protein-coding	hs	AC9|ACIX
253430	0.018821330748349	-1.82836600667286	6.75566599204545	0.375559327117696	IPMK	253430	inositol polyphosphate multikinase	10	protein-coding	hs	-
26056	0.018829716713687	-2.42829134064224	6.01590029459091	0.729962005707012	RAB11FIP5	26056	RAB11 family interacting protein 5	2	protein-coding	hs	GAF1|RIP11|gaf-1|pp75|rab11-FIP5
84701	0.0190572806770544	-1.81266013089366	4.29762181213636	0.378634292161349	COX4I2	84701	cytochrome c oxidase subunit 4I2	20	protein-coding	hs	COX4|COX4-2|COX4B|COX4L2|COXIV-2|dJ857M17.2
25923	0.0193903581495426	-1.76851709479018	7.55344937177273	0.426808486184856	ATL3	25923	atlastin GTPase 3	11	protein-coding	hs	AT3|ATL-3|HSN1F
126626	0.0205450371799458	-1.93180790274798	6.36501707636364	0.464409231947489	GABPB2	126626	GA binding protein transcription factor subunit beta 2	1	protein-coding	hs	GABPB-2
